"dive number","date","time","sample time (min)","sample depth (ft)","sample temperature (F)","sample pressure (psi)","sample heartrate"
"32","2011-08-30","10:49:00","60:48","0","88.2",,
"32","2011-08-30","10:49:00","60:52","0",,,
"32","2011-08-30","10:49:00","60:56","0",,,
"32","2011-08-30","10:49:00","61:00","0",,,
"32","2011-08-30","10:49:00","61:04","0",,,
"32","2011-08-30","10:49:00","61:08","0",,,
"32","2011-08-30","10:49:00","61:12","0","87.4",,
"32","2011-08-30","10:49:00","61:16","0",,,
"32","2011-08-30","10:49:00","61:20","0",,,
"32","2011-08-30","10:49:00","61:24","0",,,
"32","2011-08-30","10:49:00","61:28","0",,,
"32","2011-08-30","10:49:00","61:32","0",,,
"32","2011-08-30","10:49:00","61:36","0",,,
"32","2011-08-30","10:49:00","61:40","0","86.7",,
"32","2011-08-30","10:49:00","61:44","0",,,
"32","2011-08-30","10:49:00","61:48","0",,,
"32","2011-08-30","10:49:00","61:52","0",,,
"32","2011-08-30","10:49:00","61:56","0",,,
"32","2011-08-30","10:49:00","62:00","0",,,
"32","2011-08-30","10:49:00","62:04","0",,,
"32","2011-08-30","10:49:00","62:08","0.066",,,
"32","2011-08-30","10:49:00","62:12","0",,,
"32","2011-08-30","10:49:00","62:16","0.066",,,
"32","2011-08-30","10:49:00","62:20","0",,,
"32","2011-08-30","10:49:00","62:24","0","86",,
"32","2011-08-30","10:49:00","62:28","0",,,
"32","2011-08-30","10:49:00","62:32","0",,,
"32","2011-08-30","10:49:00","62:36","0",,,
"32","2011-08-30","10:49:00","62:40","0","85.3",,
"32","2011-08-30","10:49:00","62:44","0",,,
"32","2011-08-30","10:49:00","62:48","0",,,
"32","2011-08-30","10:49:00","62:52","0",,,
"32","2011-08-30","10:49:00","62:56","0",,,
"32","2011-08-30","10:49:00","63:00","0",,,
"32","2011-08-30","10:49:00","63:04","0",,,
"32","2011-08-30","10:49:00","63:08","0","86",,
"32","2011-08-30","10:49:00","63:12","0",,,
"32","2011-08-30","10:49:00","63:16","0",,,
"32","2011-08-30","10:49:00","63:20","0",,,
"32","2011-08-30","10:49:00","63:24","0",,,
"32","2011-08-30","10:49:00","63:28","0",,,
"33","2011-08-31","09:34:26","0:00","0","86.7",,
"33","2011-08-31","09:34:26","0:04","5.377",,,
"33","2011-08-31","09:34:26","0:08","7.94",,,
"33","2011-08-31","09:34:26","0:12","11.138",,,
"33","2011-08-31","09:34:26","0:16","13.891",,,
"33","2011-08-31","09:34:26","0:20","14.596",,,
"33","2011-08-31","09:34:26","0:24","16.965",,,
"33","2011-08-31","09:34:26","0:28","19.396",,,
"33","2011-08-31","09:34:26","0:32","20.486",,,
"33","2011-08-31","09:34:26","0:36","23.366",,,
"33","2011-08-31","09:34:26","0:40","26.568",,,
"33","2011-08-31","09:34:26","0:44","27.782",,,
"33","2011-08-31","09:34:26","0:48","29.577",,,
"33","2011-08-31","09:34:26","0:52","31.88",,,
"33","2011-08-31","09:34:26","0:56","35.082","86",,
"33","2011-08-31","09:34:26","1:00","35.784","85.3",,
"33","2011-08-31","09:34:26","1:04","40.266",,,
"33","2011-08-31","09:34:26","1:08","43.146","84.6",,
"33","2011-08-31","09:34:26","1:12","45.837",,,
"33","2011-08-31","09:34:26","1:16","48.268",,,
"33","2011-08-31","09:34:26","1:20","51.788",,,
"33","2011-08-31","09:34:26","1:24","53.839",,,
"33","2011-08-31","09:34:26","1:28","56.463","83.8",,
"33","2011-08-31","09:34:26","1:32","58.255",,,
"33","2011-08-31","09:34:26","1:36","54.99",,,
"33","2011-08-31","09:34:26","1:40","54.35",,,
"33","2011-08-31","09:34:26","1:44","55.502",,,
"33","2011-08-31","09:34:26","1:48","56.591","84.6",,
"33","2011-08-31","09:34:26","1:52","55.312",,,
"33","2011-08-31","09:34:26","1:56","55.312",,,
"33","2011-08-31","09:34:26","2:00","57.743",,,
"33","2011-08-31","09:34:26","2:04","57.487",,,
"33","2011-08-31","09:34:26","2:08","57.936","85.3",,
"33","2011-08-31","09:34:26","2:12","57.677",,,
"33","2011-08-31","09:34:26","2:16","57.037",,,
"33","2011-08-31","09:34:26","2:20","57.936",,,
"33","2011-08-31","09:34:26","2:24","57.743",,,
"33","2011-08-31","09:34:26","2:28","57.677",,,
"33","2011-08-31","09:34:26","2:32","57.487","86",,
"33","2011-08-31","09:34:26","2:36","56.975",,,
"33","2011-08-31","09:34:26","2:40","56.591",,,
"33","2011-08-31","09:34:26","2:44","56.781",,,
"33","2011-08-31","09:34:26","2:48","58.064",,,
"33","2011-08-31","09:34:26","2:52","58.192",,,
"33","2011-08-31","09:34:26","2:56","58.064",,,
"33","2011-08-31","09:34:26","3:00","57.999",,,
"33","2011-08-31","09:34:26","3:04","57.231",,,
"33","2011-08-31","09:34:26","3:08","56.079",,,
"33","2011-08-31","09:34:26","3:12","55.758",,,
"33","2011-08-31","09:34:26","3:16","55.052",,,
"33","2011-08-31","09:34:26","3:20","54.734",,,
"33","2011-08-31","09:34:26","3:24","55.052",,,
"33","2011-08-31","09:34:26","3:28","55.118",,,
"33","2011-08-31","09:34:26","3:32","55.886",,,
"33","2011-08-31","09:34:26","3:36","55.951",,,
"33","2011-08-31","09:34:26","3:40","57.037",,,
"33","2011-08-31","09:34:26","3:44","56.909",,,
"33","2011-08-31","09:34:26","3:48","58.638","85.3",,
"33","2011-08-31","09:34:26","3:52","59.344",,,
"33","2011-08-31","09:34:26","3:56","59.728",,,
"33","2011-08-31","09:34:26","4:00","60.302","84.6",,
"33","2011-08-31","09:34:26","4:04","61.007",,,
"33","2011-08-31","09:34:26","4:08","61.329",,,
"33","2011-08-31","09:34:26","4:12","62.543","85.3",,
"33","2011-08-31","09:34:26","4:16","64.528",,,
"33","2011-08-31","09:34:26","4:20","64.656","84.6",,
"33","2011-08-31","09:34:26","4:24","64.721","85.3",,
"33","2011-08-31","09:34:26","4:28","64.656",,,
"33","2011-08-31","09:34:26","4:32","64.656",,,
"33","2011-08-31","09:34:26","4:36","64.721","86",,
"33","2011-08-31","09:34:26","4:40","64.721",,,
"33","2011-08-31","09:34:26","4:44","64.721","86.7",,
"33","2011-08-31","09:34:26","4:48","64.656",,,
"33","2011-08-31","09:34:26","4:52","64.656",,,
"33","2011-08-31","09:34:26","4:56","64.977",,,
"33","2011-08-31","09:34:26","5:00","64.593",,,
"33","2011-08-31","09:34:26","5:04","62.159",,,
"33","2011-08-31","09:34:26","5:08","60.879",,,
"33","2011-08-31","09:34:26","5:12","60.879",,,
"33","2011-08-31","09:34:26","5:16","59.728","86",,
"33","2011-08-31","09:34:26","5:20","60.623",,,
"33","2011-08-31","09:34:26","5:24","60.689",,,
"33","2011-08-31","09:34:26","5:28","60.495",,,
"33","2011-08-31","09:34:26","5:32","59.918",,,
"33","2011-08-31","09:34:26","5:36","59.79",,,
"33","2011-08-31","09:34:26","5:40","59.534",,,
"33","2011-08-31","09:34:26","5:44","59.088",,,
"33","2011-08-31","09:34:26","5:48","59.344",,,
"33","2011-08-31","09:34:26","5:52","59.6",,,
"33","2011-08-31","09:34:26","5:56","58.448",,,
"33","2011-08-31","09:34:26","6:00","58.832",,,
"33","2011-08-31","09:34:26","6:04","58.832",,,
"33","2011-08-31","09:34:26","6:08","59.472",,,
"33","2011-08-31","09:34:26","6:12","59.088",,,
"33","2011-08-31","09:34:26","6:16","59.406",,,
"33","2011-08-31","09:34:26","6:20","60.879",,,
"33","2011-08-31","09:34:26","6:24","60.689",,,
"33","2011-08-31","09:34:26","6:28","61.263",,,
"33","2011-08-31","09:34:26","6:32","62.608",,,
"33","2011-08-31","09:34:26","6:36","63.186",,,
"33","2011-08-31","09:34:26","6:40","63.888",,,
"33","2011-08-31","09:34:26","6:44","64.977",,,
"33","2011-08-31","09:34:26","6:48","66.194",,,
"33","2011-08-31","09:34:26","6:52","66.834",,,
"33","2011-08-31","09:34:26","6:56","67.602",,,
"33","2011-08-31","09:34:26","7:00","69.009",,,
"33","2011-08-31","09:34:26","7:04","70.098",,,
"33","2011-08-31","09:34:26","7:08","70.738",,,
"33","2011-08-31","09:34:26","7:12","71.506",,,
"33","2011-08-31","09:34:26","7:16","71.699",,,
"33","2011-08-31","09:34:26","7:20","71.89",,,
"33","2011-08-31","09:34:26","7:24","73.107",,,
"33","2011-08-31","09:34:26","7:28","73.684",,,
"33","2011-08-31","09:34:26","7:32","73.107",,,
"33","2011-08-31","09:34:26","7:36","73.491",,,
"33","2011-08-31","09:34:26","7:40","74.836",,,
"33","2011-08-31","09:34:26","7:44","77.523",,,
"33","2011-08-31","09:34:26","7:48","79.764","85.3",,
"33","2011-08-31","09:34:26","7:52","81.558",,,
"33","2011-08-31","09:34:26","7:56","83.796",,,
"33","2011-08-31","09:34:26","8:00","85.525","84.6",,
"33","2011-08-31","09:34:26","8:04","86.742",,,
"33","2011-08-31","09:34:26","8:08","88.983",,,
"33","2011-08-31","09:34:26","8:12","91.67",,,
"33","2011-08-31","09:34:26","8:16","93.783",,,
"33","2011-08-31","09:34:26","8:20","95.449",,,
"33","2011-08-31","09:34:26","8:24","95.322",,,
"33","2011-08-31","09:34:26","8:28","94.232",,,
"33","2011-08-31","09:34:26","8:32","93.527",,,
"33","2011-08-31","09:34:26","8:36","91.352","85.3",,
"33","2011-08-31","09:34:26","8:40","90.456",,,
"33","2011-08-31","09:34:26","8:44","90.072",,,
"33","2011-08-31","09:34:26","8:48","89.367",,,
"33","2011-08-31","09:34:26","8:52","88.855",,,
"33","2011-08-31","09:34:26","8:56","88.661",,,
"33","2011-08-31","09:34:26","9:00","88.917",,,
"33","2011-08-31","09:34:26","9:04","88.855",,,
"33","2011-08-31","09:34:26","9:08","89.879",,,
"33","2011-08-31","09:34:26","9:12","89.944",,,
"33","2011-08-31","09:34:26","9:16","90.518",,,
"33","2011-08-31","09:34:26","9:20","91.67",,,
"33","2011-08-31","09:34:26","9:24","91.929",,,
"33","2011-08-31","09:34:26","9:28","92.247",,,
"33","2011-08-31","09:34:26","9:32","92.697",,,
"33","2011-08-31","09:34:26","9:36","91.67",,,
"33","2011-08-31","09:34:26","9:40","90.774",,,
"33","2011-08-31","09:34:26","9:44","90.84",,,
"33","2011-08-31","09:34:26","9:48","91.736",,,
"33","2011-08-31","09:34:26","9:52","91.03",,,
"33","2011-08-31","09:34:26","9:56","91.736",,,
"33","2011-08-31","09:34:26","10:00","92.185",,,
"33","2011-08-31","09:34:26","10:04","92.697",,,
"33","2011-08-31","09:34:26","10:08","92.313",,,
"33","2011-08-31","09:34:26","10:12","91.096",,,
"33","2011-08-31","09:34:26","10:16","90.584",,,
"33","2011-08-31","09:34:26","10:20","90.2",,,
"33","2011-08-31","09:34:26","10:24","89.56",,,
"33","2011-08-31","09:34:26","10:28","90.968",,,
"33","2011-08-31","09:34:26","10:32","93.015",,,
"33","2011-08-31","09:34:26","10:36","93.911",,,
"33","2011-08-31","09:34:26","10:40","94.423","84.6",,
"33","2011-08-31","09:34:26","10:44","93.848",,,
"33","2011-08-31","09:34:26","10:48","93.911",,,
"33","2011-08-31","09:34:26","10:52","93.911",,,
"33","2011-08-31","09:34:26","10:56","93.209",,,
"33","2011-08-31","09:34:26","11:00","93.655",,,
"33","2011-08-31","09:34:26","11:04","94.104",,,
"33","2011-08-31","09:34:26","11:08","94.744",,,
"33","2011-08-31","09:34:26","11:12","94.616",,,
"33","2011-08-31","09:34:26","11:16","94.872",,,
"33","2011-08-31","09:34:26","11:20","95.322",,,
"33","2011-08-31","09:34:26","11:24","94.938","85.3",,
"33","2011-08-31","09:34:26","11:28","95.066",,,
"33","2011-08-31","09:34:26","11:32","95",,,
"33","2011-08-31","09:34:26","11:36","93.783",,,
"33","2011-08-31","09:34:26","11:40","93.271",,,
"33","2011-08-31","09:34:26","11:44","93.783",,,
"33","2011-08-31","09:34:26","11:48","94.232",,,
"33","2011-08-31","09:34:26","11:52","96.345",,,
"33","2011-08-31","09:34:26","11:56","96.024",,,
"33","2011-08-31","09:34:26","12:00","95.322",,,
"33","2011-08-31","09:34:26","12:04","94.872",,,
"33","2011-08-31","09:34:26","12:08","93.015",,,
"33","2011-08-31","09:34:26","12:12","90.2",,,
"33","2011-08-31","09:34:26","12:16","89.944",,,
"33","2011-08-31","09:34:26","12:20","90.712",,,
"33","2011-08-31","09:34:26","12:24","89.239",,,
"33","2011-08-31","09:34:26","12:28","89.045",,,
"33","2011-08-31","09:34:26","12:32","88.855","86",,
"33","2011-08-31","09:34:26","12:36","87.126","86.7",,
"33","2011-08-31","09:34:26","12:40","88.789",,,
"33","2011-08-31","09:34:26","12:44","90.328",,,
"33","2011-08-31","09:34:26","12:48","91.798","86",,
"33","2011-08-31","09:34:26","12:52","93.143",,,
"33","2011-08-31","09:34:26","12:56","96.024","85.3",,
"33","2011-08-31","09:34:26","13:00","97.434",,,
"33","2011-08-31","09:34:26","13:04","96.857",,,
"33","2011-08-31","09:34:26","13:08","95.449",,,
"33","2011-08-31","09:34:26","13:12","94.744",,,
"33","2011-08-31","09:34:26","13:16","94.167",,,
"33","2011-08-31","09:34:26","13:20","94.554",,,
"33","2011-08-31","09:34:26","13:24","93.783",,,
"33","2011-08-31","09:34:26","13:28","91.864",,,
"33","2011-08-31","09:34:26","13:32","89.944",,,
"33","2011-08-31","09:34:26","13:36","88.278",,,
"33","2011-08-31","09:34:26","13:40","89.111",,,
"33","2011-08-31","09:34:26","13:44","90.39",,,
"33","2011-08-31","09:34:26","13:48","91.224",,,
"33","2011-08-31","09:34:26","13:52","91.608",,,
"33","2011-08-31","09:34:26","13:56","92.119",,,
"33","2011-08-31","09:34:26","14:00","93.465",,,
"33","2011-08-31","09:34:26","14:04","93.399",,,
"33","2011-08-31","09:34:26","14:08","91.798",,,
"33","2011-08-31","09:34:26","14:12","90.774",,,
"33","2011-08-31","09:34:26","14:16","91.414",,,
"33","2011-08-31","09:34:26","14:20","91.096",,,
"33","2011-08-31","09:34:26","14:24","90.072",,,
"33","2011-08-31","09:34:26","14:28","90.262",,,
"33","2011-08-31","09:34:26","14:32","89.816",,,
"33","2011-08-31","09:34:26","14:36","91.03",,,
"33","2011-08-31","09:34:26","14:40","90.84",,,
"33","2011-08-31","09:34:26","14:44","90.712",,,
"33","2011-08-31","09:34:26","14:48","90.518",,,
"33","2011-08-31","09:34:26","14:52","91.67",,,
"33","2011-08-31","09:34:26","14:56","92.441",,,
"33","2011-08-31","09:34:26","15:00","93.465",,,
"33","2011-08-31","09:34:26","15:04","94.81",,,
"33","2011-08-31","09:34:26","15:08","94.232",,,
"33","2011-08-31","09:34:26","15:12","92.503",,,
"33","2011-08-31","09:34:26","15:16","92.697",,,
"33","2011-08-31","09:34:26","15:20","92.185",,,
"33","2011-08-31","09:34:26","15:24","92.697",,,
"33","2011-08-31","09:34:26","15:28","91.03",,,
"33","2011-08-31","09:34:26","15:32","89.816",,,
"33","2011-08-31","09:34:26","15:36","88.661",,,
"33","2011-08-31","09:34:26","15:40","88.087",,,
"33","2011-08-31","09:34:26","15:44","88.727",,,
"33","2011-08-31","09:34:26","15:48","89.173",,,
"33","2011-08-31","09:34:26","15:52","89.688",,,
"33","2011-08-31","09:34:26","15:56","89.56",,,
"33","2011-08-31","09:34:26","16:00","89.045",,,
"33","2011-08-31","09:34:26","16:04","88.599",,,
"33","2011-08-31","09:34:26","16:08","87.703",,,
"33","2011-08-31","09:34:26","16:12","87.959",,,
"33","2011-08-31","09:34:26","16:16","87.51",,,
"33","2011-08-31","09:34:26","16:20","87.703",,,
"33","2011-08-31","09:34:26","16:24","88.789","86",,
"33","2011-08-31","09:34:26","16:28","90.262",,,
"33","2011-08-31","09:34:26","16:32","89.816",,,
"33","2011-08-31","09:34:26","16:36","89.495","85.3",,
"33","2011-08-31","09:34:26","16:40","90.072",,,
"33","2011-08-31","09:34:26","16:44","89.623",,,
"33","2011-08-31","09:34:26","16:48","90.328",,,
"33","2011-08-31","09:34:26","16:52","90.646",,,
"33","2011-08-31","09:34:26","16:56","91.67",,,
"33","2011-08-31","09:34:26","17:00","90.584",,,
"33","2011-08-31","09:34:26","17:04","89.944",,,
"33","2011-08-31","09:34:26","17:08","87.32",,,
"33","2011-08-31","09:34:26","17:12","85.525",,,
"33","2011-08-31","09:34:26","17:16","86.742",,,
"33","2011-08-31","09:34:26","17:20","87.638",,,
"33","2011-08-31","09:34:26","17:24","88.917",,,
"33","2011-08-31","09:34:26","17:28","89.623",,,
"33","2011-08-31","09:34:26","17:32","89.751",,,
"33","2011-08-31","09:34:26","17:36","91.096",,,
"33","2011-08-31","09:34:26","17:40","91.224",,,
"33","2011-08-31","09:34:26","17:44","91.096",,,
"33","2011-08-31","09:34:26","17:48","91.096",,,
"33","2011-08-31","09:34:26","17:52","90.712",,,
"33","2011-08-31","09:34:26","17:56","90.328",,,
"33","2011-08-31","09:34:26","18:00","90.007",,,
"33","2011-08-31","09:34:26","18:04","87.959",,,
"33","2011-08-31","09:34:26","18:08","86.998",,,
"33","2011-08-31","09:34:26","18:12","86.549",,,
"33","2011-08-31","09:34:26","18:16","84.501",,,
"33","2011-08-31","09:34:26","18:20","85.463",,,
"33","2011-08-31","09:34:26","18:24","84.439",,,
"33","2011-08-31","09:34:26","18:28","82.644",,,
"33","2011-08-31","09:34:26","18:32","82.326",,,
"33","2011-08-31","09:34:26","18:36","81.558",,,
"33","2011-08-31","09:34:26","18:40","80.085",,,
"33","2011-08-31","09:34:26","18:44","78.868",,,
"33","2011-08-31","09:34:26","18:48","78.419",,,
"33","2011-08-31","09:34:26","18:52","77.395",,,
"33","2011-08-31","09:34:26","18:56","75.22",,,
"33","2011-08-31","09:34:26","19:00","74.386",,,
"33","2011-08-31","09:34:26","19:04","73.235",,,
"33","2011-08-31","09:34:26","19:08","71.188",,,
"33","2011-08-31","09:34:26","19:12","70.417",,,
"33","2011-08-31","09:34:26","19:16","70.033",,,
"33","2011-08-31","09:34:26","19:20","69.777",,,
"33","2011-08-31","09:34:26","19:24","69.459",,,
"33","2011-08-31","09:34:26","19:28","71.444",,,
"33","2011-08-31","09:34:26","19:32","72.274",,,
"33","2011-08-31","09:34:26","19:36","73.041",,,
"33","2011-08-31","09:34:26","19:40","72.851",,,
"33","2011-08-31","09:34:26","19:44","73.875","86",,
"33","2011-08-31","09:34:26","19:48","74.514",,,
"33","2011-08-31","09:34:26","19:52","73.297",,,
"33","2011-08-31","09:34:26","19:56","73.169",,,
"33","2011-08-31","09:34:26","20:00","73.041","85.3",,
"33","2011-08-31","09:34:26","20:04","73.363",,,
"33","2011-08-31","09:34:26","20:08","74.131",,,
"33","2011-08-31","09:34:26","20:12","74.259",,,
"33","2011-08-31","09:34:26","20:16","73.363",,,
"33","2011-08-31","09:34:26","20:20","72.913",,,
"33","2011-08-31","09:34:26","20:24","72.274",,,
"33","2011-08-31","09:34:26","20:28","71.122",,,
"33","2011-08-31","09:34:26","20:32","69.905",,,
"33","2011-08-31","09:34:26","20:36","69.009",,,
"33","2011-08-31","09:34:26","20:40","67.792",,,
"33","2011-08-31","09:34:26","20:44","65.873","86",,
"33","2011-08-31","09:34:26","20:48","64.593",,,
"33","2011-08-31","09:34:26","20:52","63.376","86.7",,
"33","2011-08-31","09:34:26","20:56","63.376",,,
"33","2011-08-31","09:34:26","21:00","63.058",,,
"33","2011-08-31","09:34:26","21:04","62.224",,,
"33","2011-08-31","09:34:26","21:08","61.007",,,
"33","2011-08-31","09:34:26","21:12","60.302",,,
"33","2011-08-31","09:34:26","21:16","60.046",,,
"33","2011-08-31","09:34:26","21:20","59.984",,,
"33","2011-08-31","09:34:26","21:24","59.216",,,
"33","2011-08-31","09:34:26","21:28","57.936","86",,
"33","2011-08-31","09:34:26","21:32","57.487",,,
"33","2011-08-31","09:34:26","21:36","56.781",,,
"33","2011-08-31","09:34:26","21:40","56.526",,,
"33","2011-08-31","09:34:26","21:44","56.398",,,
"33","2011-08-31","09:34:26","21:48","56.719",,,
"33","2011-08-31","09:34:26","21:52","55.63",,,
"33","2011-08-31","09:34:26","21:56","55.696",,,
"33","2011-08-31","09:34:26","22:00","54.797",,,
"33","2011-08-31","09:34:26","22:04","55.118",,,
"33","2011-08-31","09:34:26","22:08","56.398",,,
"33","2011-08-31","09:34:26","22:12","58.127",,,
"33","2011-08-31","09:34:26","22:16","59.6",,,
"33","2011-08-31","09:34:26","22:20","59.918",,,
"33","2011-08-31","09:34:26","22:24","61.201",,,
"33","2011-08-31","09:34:26","22:28","61.073",,,
"33","2011-08-31","09:34:26","22:32","61.775",,,
"33","2011-08-31","09:34:26","22:36","61.519","85.3",,
"33","2011-08-31","09:34:26","22:40","60.367",,,
"33","2011-08-31","09:34:26","22:44","60.046",,,
"33","2011-08-31","09:34:26","22:48","59.344",,,
"33","2011-08-31","09:34:26","22:52","59.918",,,
"33","2011-08-31","09:34:26","22:56","60.367",,,
"33","2011-08-31","09:34:26","23:00","60.945",,,
"33","2011-08-31","09:34:26","23:04","59.534",,,
"33","2011-08-31","09:34:26","23:08","60.945",,,
"33","2011-08-31","09:34:26","23:12","60.112",,,
"33","2011-08-31","09:34:26","23:16","59.534",,,
"33","2011-08-31","09:34:26","23:20","60.751",,,
"33","2011-08-31","09:34:26","23:24","62.096",,,
"33","2011-08-31","09:34:26","23:28","62.096",,,
"33","2011-08-31","09:34:26","23:32","61.841",,,
"33","2011-08-31","09:34:26","23:36","61.201",,,
"33","2011-08-31","09:34:26","23:40","60.302","84.6",,
"33","2011-08-31","09:34:26","23:44","58.192","85.3",,
"33","2011-08-31","09:34:26","23:48","56.591",,,
"33","2011-08-31","09:34:26","23:52","57.487","86",,
"33","2011-08-31","09:34:26","23:56","56.975",,,
"33","2011-08-31","09:34:26","24:00","56.591",,,
"33","2011-08-31","09:34:26","24:04","55.886",,,
"33","2011-08-31","09:34:26","24:08","57.615",,,
"33","2011-08-31","09:34:26","24:12","58.832",,,
"33","2011-08-31","09:34:26","24:16","57.231","85.3",,
"33","2011-08-31","09:34:26","24:20","56.27",,,
"33","2011-08-31","09:34:26","24:24","56.975",,,
"33","2011-08-31","09:34:26","24:28","57.549","86",,
"33","2011-08-31","09:34:26","24:32","55.951",,,
"33","2011-08-31","09:34:26","24:36","54.862",,,
"33","2011-08-31","09:34:26","24:40","52.687",,,
"33","2011-08-31","09:34:26","24:44","51.916",,,
"33","2011-08-31","09:34:26","24:48","52.3",,,
"33","2011-08-31","09:34:26","24:52","52.621",,,
"33","2011-08-31","09:34:26","24:56","52.749",,,
"33","2011-08-31","09:34:26","25:00","55.184",,,
"33","2011-08-31","09:34:26","25:04","56.719",,,
"33","2011-08-31","09:34:26","25:08","56.909","85.3",,
"33","2011-08-31","09:34:26","25:12","56.781",,,
"33","2011-08-31","09:34:26","25:16","57.037",,,
"33","2011-08-31","09:34:26","25:20","56.847",,,
"33","2011-08-31","09:34:26","25:24","56.719",,,
"33","2011-08-31","09:34:26","25:28","56.781",,,
"33","2011-08-31","09:34:26","25:32","55.052",,,
"33","2011-08-31","09:34:26","25:36","55.951",,,
"33","2011-08-31","09:34:26","25:40","54.35","86",,
"33","2011-08-31","09:34:26","25:44","56.781",,,
"33","2011-08-31","09:34:26","25:48","57.487",,,
"33","2011-08-31","09:34:26","25:52","56.719",,,
"33","2011-08-31","09:34:26","25:56","56.591",,,
"33","2011-08-31","09:34:26","26:00","56.719",,,
"33","2011-08-31","09:34:26","26:04","56.335",,,
"33","2011-08-31","09:34:26","26:08","54.862",,,
"33","2011-08-31","09:34:26","26:12","54.157",,,
"33","2011-08-31","09:34:26","26:16","53.645",,,
"33","2011-08-31","09:34:26","26:20","51.726",,,
"33","2011-08-31","09:34:26","26:24","53.133",,,
"33","2011-08-31","09:34:26","26:28","53.389",,,
"33","2011-08-31","09:34:26","26:32","53.773",,,
"33","2011-08-31","09:34:26","26:36","53.327",,,
"33","2011-08-31","09:34:26","26:40","51.214",,,
"33","2011-08-31","09:34:26","26:44","51.47",,,
"33","2011-08-31","09:34:26","26:48","52.365",,,
"33","2011-08-31","09:34:26","26:52","53.005",,,
"33","2011-08-31","09:34:26","26:56","51.086",,,
"33","2011-08-31","09:34:26","27:00","50.892",,,
"33","2011-08-31","09:34:26","27:04","51.854",,,
"33","2011-08-31","09:34:26","27:08","53.071",,,
"33","2011-08-31","09:34:26","27:12","53.071",,,
"33","2011-08-31","09:34:26","27:16","53.839",,,
"33","2011-08-31","09:34:26","27:20","54.478",,,
"33","2011-08-31","09:34:26","27:24","54.413",,,
"33","2011-08-31","09:34:26","27:28","53.967",,,
"33","2011-08-31","09:34:26","27:32","54.157",,,
"33","2011-08-31","09:34:26","27:36","53.711",,,
"33","2011-08-31","09:34:26","27:40","53.071",,,
"33","2011-08-31","09:34:26","27:44","53.389",,,
"33","2011-08-31","09:34:26","27:48","53.517",,,
"33","2011-08-31","09:34:26","27:52","54.99",,,
"33","2011-08-31","09:34:26","27:56","55.374",,,
"33","2011-08-31","09:34:26","28:00","56.079",,,
"33","2011-08-31","09:34:26","28:04","55.951",,,
"33","2011-08-31","09:34:26","28:08","56.014",,,
"33","2011-08-31","09:34:26","28:12","55.823",,,
"33","2011-08-31","09:34:26","28:16","56.207",,,
"33","2011-08-31","09:34:26","28:20","56.014",,,
"33","2011-08-31","09:34:26","28:24","55.951",,,
"33","2011-08-31","09:34:26","28:28","56.27",,,
"33","2011-08-31","09:34:26","28:32","56.142",,,
"33","2011-08-31","09:34:26","28:36","53.967",,,
"33","2011-08-31","09:34:26","28:40","53.645",,,
"33","2011-08-31","09:34:26","28:44","53.773",,,
"33","2011-08-31","09:34:26","28:48","54.222",,,
"33","2011-08-31","09:34:26","28:52","52.687",,,
"33","2011-08-31","09:34:26","28:56","54.413",,,
"33","2011-08-31","09:34:26","29:00","54.99",,,
"33","2011-08-31","09:34:26","29:04","53.711",,,
"33","2011-08-31","09:34:26","29:08","52.11",,,
"33","2011-08-31","09:34:26","29:12","51.214",,,
"33","2011-08-31","09:34:26","29:16","49.675",,,
"33","2011-08-31","09:34:26","29:20","50.062",,,
"33","2011-08-31","09:34:26","29:24","50.636",,,
"33","2011-08-31","09:34:26","29:28","49.419",,,
"33","2011-08-31","09:34:26","29:32","51.02",,,
"33","2011-08-31","09:34:26","29:36","51.532",,,
"33","2011-08-31","09:34:26","29:40","52.559",,,
"33","2011-08-31","09:34:26","29:44","50.83",,,
"33","2011-08-31","09:34:26","29:48","49.035",,,
"33","2011-08-31","09:34:26","29:52","46.988",,,
"33","2011-08-31","09:34:26","29:56","46.732",,,
"33","2011-08-31","09:34:26","30:00","46.283",,,
"33","2011-08-31","09:34:26","30:04","46.283",,,
"33","2011-08-31","09:34:26","30:08","46.093",,,
"33","2011-08-31","09:34:26","30:12","44.813",,,
"33","2011-08-31","09:34:26","30:16","44.813",,,
"33","2011-08-31","09:34:26","30:20","45.131",,,
"33","2011-08-31","09:34:26","30:24","45.581",,,
"33","2011-08-31","09:34:26","30:28","44.747",,,
"33","2011-08-31","09:34:26","30:32","46.411",,,
"33","2011-08-31","09:34:26","30:36","47.372",,,
"33","2011-08-31","09:34:26","30:40","48.077",,,
"33","2011-08-31","09:34:26","30:44","47.628",,,
"33","2011-08-31","09:34:26","30:48","48.012",,,
"33","2011-08-31","09:34:26","30:52","48.333",,,
"33","2011-08-31","09:34:26","30:56","48.524",,,
"33","2011-08-31","09:34:26","31:00","48.845",,,
"33","2011-08-31","09:34:26","31:04","49.613",,,
"33","2011-08-31","09:34:26","31:08","50.062",,,
"33","2011-08-31","09:34:26","31:12","51.342",,,
"33","2011-08-31","09:34:26","31:16","50.636",,,
"33","2011-08-31","09:34:26","31:20","53.261",,,
"33","2011-08-31","09:34:26","31:24","53.967",,,
"33","2011-08-31","09:34:26","31:28","51.854",,,
"33","2011-08-31","09:34:26","31:32","49.997",,,
